organization;creators;title;directors;premiere
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Nikolai Gogol;Der Revisor;Katja Paryla;2011
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Norbert Ebel;Ox und Esel;Michael Kliefert;2010
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Otto Nicolai;Die lustigen Weiber von Windsor;Damon Nestor Ploumis / Oliver Weder;2015
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Peter Shaffer;Laura und Lotte;Elena Breschkow;2008
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Peter Turrini;Josef und Maria;Henriette Sehmsdorf;2007
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Sławomir Mrožek;Tango;Tobias Rott;2013
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Steffen Mensching / Michael Kliefert;Deutschlandlieder – Ein heiterer Staatsakt;Steffen Mensching;2014
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Steffen Mensching / Michael Kliefert;Falschgeld oder Bürger schützt eure Anlagen!;Steffen Mensching;2011
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Steffen Mensching / Michael Kliefert;WWW. Wir wandern wieder;Steffen Mensching;2014
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Steffen Mensching;Ohne Moos nix los;Steffen Mensching;2014
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Tennessee Williams;Orpheus steigt herab;Alejandro Quintana;2014
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Thomas Birkmeir;William oder Das grosse Shakespeare-Abenteuer;Ralph Reichel;2009
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Thomas Howalt;Schneewittchen & die zwei Zwerge;Stefan Wolfram;2014
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Udo Zimmermann / Ingo Zimmermann;Weisse Rose;Jan Altmann / Sebastian Ritschel;2008
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Ulrich Hub;An der Arche um Acht;Armin Beutel;2010
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Wannie de Wijn;Der gute Tod;Jens Schmidl;2010
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;William Golding / Tennessee Williams;Der Herr der Fliegen;Ulrike Lenz;2015
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;William Shakespeare;Ein Sommernachtstraum;Jens Schmidl;2016
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;William Shakespeare;Romeo und Julia;Uta Koschel;2008
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;William Shakespeare;Viel Lärm um nichts;Alexander Stillmark;2014
Thüringer Landestheater Rudolstadt - Thüringer Symphoniker Saalfeld-Rudolstadt;Yasmina Reza;Der Gott des Gemetzels;Inken Böhack;2008
Tiroler Landestheater und Orchester;Alain Boublil / Claude-Michel Schönberg;Les Misérables;Pierre Wyss;2011
Tiroler Landestheater und Orchester;Alan Ayckbourn;Frohe Feste;Brigitte Fassbaender;2007
Tiroler Landestheater und Orchester;Alan Menken / Howard Ashman;Der Kleine Horrorladen;Anatol Preissler;2012
Tiroler Landestheater und Orchester;Alban Berg;Wozzeck;Gregor Horres;2009
Tiroler Landestheater und Orchester;Alexandre de La Patellière / Matthieu Delaporte;Der Vorname;Thomas Krauß;2016
Tiroler Landestheater und Orchester;Alfredo Catalani;La Wally;Johannes Reitmeier;2012
Tiroler Landestheater und Orchester;Andrea Maria Schenkel / Maya Fanke / Doris Happl;Tannöd;Maya Fanke;2008
Tiroler Landestheater und Orchester;Andrew Lloyd Webber / Tim Rice;Jesus Christ Superstar;Pierre Wyss;2007
Tiroler Landestheater und Orchester;Anton Tschechow;Der Kirschgarten;Thomas Niehaus;2011
Tiroler Landestheater und Orchester;Anton Tschechow;Die Möwe;Klaus Rohrmoser;2008
Tiroler Landestheater und Orchester;Bedřich Smetana;Die verkaufte Braut;Brigitte Fassbaender;2011
Tiroler Landestheater und Orchester;Bernhard Aichner;Super Andi;Christian Himmelbauer;2008
Tiroler Landestheater und Orchester;Bertolt Brecht;Der kaukasische Kreidekreis;Michael Lerchenberg;2013
Tiroler Landestheater und Orchester;Carl Maria von Weber;Der Freischütz;Brigitte Fassbaender;2006
Tiroler Landestheater und Orchester;Carlo Goldoni;Der Impresario von Smyrna;Alberto Fortuzzi;2007
Tiroler Landestheater und Orchester;Charles Gounod;Faust;Enrique Gasa Valga;2013
Tiroler Landestheater und Orchester;Charles Gounod;Romeo et Juliette;Roland Schwab;2008
Tiroler Landestheater und Orchester;Dale Wasserman / Mitch Leigh;Der Mann von La Mancha;Johannes Reitmeier;2014
Tiroler Landestheater und Orchester;David Wood;Der Lebkuchenmann;Verena Schopper;2012
Tiroler Landestheater und Orchester;Doris Happl;Frauen, Fouls und Fallrückzieher;Doris Happl;2008
Tiroler Landestheater und Orchester;Doris Happl;Ganz neue Revue;Doris Happl;2011
Tiroler Landestheater und Orchester;Doris Happl / Horner;Matto regiert;Hanspeter Horner;2011
Tiroler Landestheater und Orchester;Doris Happl;Mannomann!;Doris Happl;2006
Tiroler Landestheater und Orchester;Elfriede Jelinek;Raststätte oder Sie machens alle;Thomas Oliver Niehaus;2007
Tiroler Landestheater und Orchester;Elisabeth Vera Rathenböck;Wir schauen nicht weg;Thomas Krauß;2012
Tiroler Landestheater und Orchester;Emmerich Kálmán;Gräfin Mariza;Saskia Kuhlmann;2007
Tiroler Landestheater und Orchester;Erich Wolfgang Korngold;Die Tote Stadt;Ernö Weil;2013
Tiroler Landestheater und Orchester;Federico García Lorca;Bluthochzeit;Sven Grützmacher;2007
Tiroler Landestheater und Orchester;Florian Bramböck;Der Weibsteufel;Dale Albright;2016
Tiroler Landestheater und Orchester;Florian Bramböck;Hofers Nacht;Norbert Mladek;2009
Tiroler Landestheater und Orchester;Francis Poulenc;Dialogues des Carmélites;Alexander Rumpf;2011
Tiroler Landestheater und Orchester;Franz Wittenbrink;Sekretärinnen;Ursula Lysser;2014
Tiroler Landestheater und Orchester;Frederick Loewe;My Fair Lady;Dale Albright;2009
Tiroler Landestheater und Orchester;Friedrich Dürrenmatt;Der Besuch der alten Dame;Irmgard Lübke;2016
Tiroler Landestheater und Orchester;Friedrich Hebbel;Die Niblungen;Thomas Krauß;2012
Tiroler Landestheater und Orchester;Georg Büchner;Dantons Tod;Michael Gampe;2007
Tiroler Landestheater und Orchester;Georges Bizet;Carmen;Enrique Gasa Valga;2012
Tiroler Landestheater und Orchester;Gerd Kühr / Franz Xaver Kroetz;Stallerhof;Johannes Reitmeier;2013
Tiroler Landestheater und Orchester;Gertrud Pigor / Thomas Pigor;Anton – Das Mäusemusical;Verena Schopper;2015
Tiroler Landestheater und Orchester;Giacomo Puccini;La Bohème;Pierre Wyss;2008
Tiroler Landestheater und Orchester;Giacomo Puccini;Tosca;Brigitte Fassbaender;2008
Tiroler Landestheater und Orchester;Giacomo Puccini;Turandot;René Zisterer;2015
Tiroler Landestheater und Orchester;Gioachino Rossini;La Cenerentola;Brigitte Fassbaender;2010
Tiroler Landestheater und Orchester;Giuseppe Verdi;La Traviata;Marina Wandruszka;2007
Tiroler Landestheater und Orchester;Giuseppe Verdi;Rigoletto;Marina Wandruszka;2009
Tiroler Landestheater und Orchester;Gotthold Ephraim Lessing;Minna von Barnhelm;Anne Klinge;2006
Tiroler Landestheater und Orchester;Hartmut El Kurdi;Jeny Hübnr greift ein;Verena Schopper;2012
Tiroler Landestheater und Orchester;Henrik Ibsen;Die Wildente;Klaus Rohrmoser;2008
Tiroler Landestheater und Orchester;Henrik Ibsen;Nora oder Ein Puppenhaus;Christine Himmelbauer;2007
Tiroler Landestheater und Orchester;Henrik Ibsen;Peer Gynt;Thomas O. Niehaus;2008
Tiroler Landestheater und Orchester;Henry Farrell / Sabine Krappweis;Was geschah wirklich mit Baby Jane?;Doris Happl;2008
Tiroler Landestheater und Orchester;Jacques Offenbach;Les Contes d’Hoffmann;Brigitte Fassbaender;2009
Tiroler Landestheater und Orchester;Janosch;Weihnachten bei Tiger und Bär;Alexander Kratzer;2007
Tiroler Landestheater und Orchester;Jean-Paul Sartre;Die Troerinnen des Euripides;Barbara Neureiter;2007
Tiroler Landestheater und Orchester;Johann Strauss (Sohn) ;Die Fledermaus;Brigitte Fassbaender / Klaus Rohrmoser;2006
Tiroler Landestheater und Orchester;Johann Strauss (Sohn);Eine Nacht in Venedig;Dale Albright;2010
Tiroler Landestheater und Orchester;Johann Wolfgang von Goethe;Faust (Margarete);Urs Häberli;2015
Tiroler Landestheater und Orchester;Johann Wolfgang von Goethe;Urfaust;Reinhard Göber;2010
Tiroler Landestheater und Orchester;John Kander / Fred Ebb / Joe Masteroff;Cabaret;Carl Philip von Maldeghem;2015
Tiroler Landestheater und Orchester;John Steinbeck;Jenseits von Eden;Nicolas Dabelstein;2013
Tiroler Landestheater und Orchester;Kay Pollak;Wie im Himmel;Thomas Krauß;2013
Tiroler Landestheater und Orchester;Klaus Händl;Dunkel lockende Welt;Elisabeth Gabriel;2008
Tiroler Landestheater und Orchester;Klaus Schumacher;Playback Life;Susi Weber;2007
Tiroler Landestheater und Orchester;Lars Norén;Nacht, Mutter des Tages;Oliver Karbus;2009
Tiroler Landestheater und Orchester;Leoš Janáček;Das schlaue Füchslein;Johannes Reitmeier;2013
Tiroler Landestheater und Orchester;Lida Winiewicz;Paradiso;Klaus Rohrmoser;2011
Tiroler Landestheater und Orchester;Lida Winiewicz;Paradiso;Klaus Rohrmoser oduktion mit Bruneck;2011
Tiroler Landestheater und Orchester;Ludwig van Beethoven;Fidelio;Ansgar Haag;2015
Tiroler Landestheater und Orchester;Luigi Cherubini;Medea;Johannes Reitmeier;2013
Tiroler Landestheater und Orchester;Lukas Bärfuss;Die sexuellen Neurosen unserer Eltern;Claudia Brier;2007
Tiroler Landestheater und Orchester;Lukas Bärfuss;Malaga;Stefan Maurer;2012
Tiroler Landestheater und Orchester;Marc Pommerimg;Iselhofersillstindlbierschluchtprojekt;Andrea Hügli;2009
Tiroler Landestheater und Orchester;Max Frisch;Andorra;Harald Demmer;2015
Tiroler Landestheater und Orchester;Michael Nyman;Love counts;Dale Albright;2006
Tiroler Landestheater und Orchester;Miloš Forman;Einer flog über das Kuckucksnest;Alexander Schilling;2016
Tiroler Landestheater und Orchester;Molière;Tartuffe;Klaus Rohrmoser;2009
Tiroler Landestheater und Orchester;Oscar Straus;Ein Walzertraum;Stefan Tilch;2012
Tiroler Landestheater und Orchester;Oscar Wilde;Das Gespenst von Canterville;Robert Persché;2006
Tiroler Landestheater und Orchester;Otfried Preußler;Der Räuber Hotzenplotz;Irmgard Lübke;2014
Tiroler Landestheater und Orchester;Pam Gems;Piaf;Klaus Rohrmoser;2007
Tiroler Landestheater und Orchester;Paul Shipton;Die Wanze;Fabian Kametz;2009
Tiroler Landestheater und Orchester;Philipp Löhle;Wir sind keine Barbaren;Stefan Maurer;2016
Tiroler Landestheater und Orchester;Pietro Mascagni;Cavalleria Rusticana;Pierre Wyss;2007
Tiroler Landestheater und Orchester;Pjotr Iljitsch Tschaikowski;Eugen Onegin;Brigitte Fassbaender;2008
Tiroler Landestheater und Orchester;Richard O’Brien;The Rocky Horror Show;Susi Weber;2010
Tiroler Landestheater und Orchester;Richard Rodgers;The King and I;Dale Albright;2008
Tiroler Landestheater und Orchester;Richard Strauss;Ariadne auf Naxos;Elisabeth Stöppler;2007
Tiroler Landestheater und Orchester;Richard Strauss;Der Rosenkavalier;Heinz Zednik;2014
Tiroler Landestheater und Orchester;Richard Strauss;Elektra;Brigitte Fassbaender;2011
Tiroler Landestheater und Orchester;Richard Wagner;Das Rheingold;Max Pommer;2009
Tiroler Landestheater und Orchester;Richard Wagner;Der fliegende Holländer;Brigitte Fassbaender;2007
Tiroler Landestheater und Orchester;Richard Wagner;Tannhäuser;Johannes Reitmeier;2016
Tiroler Landestheater und Orchester;Simon Stephens;Harper Regan;Christine Wipplinger;2011
Tiroler Landestheater und Orchester;Stefo Nantsou / Tom Lycos;Stones;Susi Weber;2006
Tiroler Landestheater und Orchester;Tena Štivičić;Fragile!;Sylvia Richter;2013
Tiroler Landestheater und Orchester;Thomas Bernhard;Heldenplatz;Klaus Rohrmoser;2010
Tiroler Landestheater und Orchester;Umberto Giordano;Andrea Chénier;Gregor Horres;2010
Tiroler Landestheater und Orchester;Viktor Ullmann;Der Kaiser von Atlantis;Mareike Zimmermann;2015
Tiroler Landestheater und Orchester;Vittorio Alfieri;Sechs Tanzstundn in sechs Wochen;Carsten Cochan;2012
Tiroler Landestheater und Orchester;Wajdi Mouawad;Verbrennungen;Susi Weber;2009
Tiroler Landestheater und Orchester;Wilhelmine von Hillern;Die Geier-Wally;Thomas Krauß;2015
Tiroler Landestheater und Orchester;Wilhelm Jacoby / Carl Laufs;Pension Schöller;Klaus Rohrmoser;2008
Tiroler Landestheater und Orchester;William Shakespeare;Othello;Michael Gampe;2011
Tiroler Landestheater und Orchester;William Shakespeare / Werner Müller;Prosperos Zauberinsel;Anne Klinge;2008
Tiroler Landestheater und Orchester;Wolfgang Amadeus Mozart;Così fan tutte;Peer Boysen;2006
Tiroler Landestheater und Orchester;Yasmina Reza;Der Gott des Gemetzels;Christine Wipplinger;2009
tjg. Theater Junge Generation;Anthony Burgess;Doing it;Ivana Sajević;2014
tjg. Theater Junge Generation;Colin Serreau;Hase Hase;Philippe Besson;2008
tjg. Theater Junge Generation;Francine Oomen;Wie überlebe ich meinen ersten Kuss?;Philippe Besson;2010
tjg. Theater Junge Generation;Friedrich Wolf / Peter Ensikat;Die Weihnachtsgans Auguste;Johanna Schall;2008
tjg. Theater Junge Generation;Gertrud Pigor;Die zweite Prinzessin;Philippe Besson;2011
tjg. Theater Junge Generation;Ingeborg von Zadow;Über lang oder kurz;Gerald Gluth;2010
tjg. Theater Junge Generation;Jules Verne / Jan Bodinus;In 80 Tagen um die Welt;Philippe Besson;2009
tjg. Theater Junge Generation;Marie Laberge;Der Falke;Stephan Beer;2008
tjg. Theater Junge Generation;Otfried Preußler;Die kleine Hexe;Ania Michaelis;2013
tjg. Theater Junge Generation;Ulrich Hub;Nathans Kinder;Ulrich Hub;2009
TPT Theater u. Philharmonie Thüringen;Alain Boublil / Claude-Michel Schönberg;Les Misérables;Ralph Reichel;2006
TPT Theater u. Philharmonie Thüringen;Alban Berg;Wozzeck;Matthias Oldag;2009
TPT Theater u. Philharmonie Thüringen;Albert Lortzing;Zar und Zimmermann;Matthias Winter;2007
TPT Theater u. Philharmonie Thüringen;Amina Gusner / Anne-Sylvie König;Puzzle Babylon – Die 7 Todsünden;Amina Gusner;2011
TPT Theater u. Philharmonie Thüringen;Andreas Gryphius;Herr Peter Squenz;Jörg Steinberg;2007
TPT Theater u. Philharmonie Thüringen;Anne Habermehl;Narbengelände;Anne Habermehl;2010
TPT Theater u. Philharmonie Thüringen;Anne-Sylvie König;Geheim;Anne-Sylvie König;2011
TPT Theater u. Philharmonie Thüringen;Arthur Miller;Tod eines Handlungsreisenden;Bernhard Stengele;2014
TPT Theater u. Philharmonie Thüringen;Benjamin Britten;Peter Grimes;Kay Kuntze;2014
TPT Theater u. Philharmonie Thüringen;Bernardo Bertolucci;Der letzte Tango in Paris;Amina Gusner;2011
TPT Theater u. Philharmonie Thüringen;Bertolt Brecht / Kurt Weill;Die Dreigroschenoper;Amina Gusner;2013
TPT Theater u. Philharmonie Thüringen;Brandon Thomas;Acht Frauen;Ludmilla Heilig;2008
TPT Theater u. Philharmonie Thüringen;Brandon Thomas;Charleys Tante;Frank Voigtmann;2011
TPT Theater u. Philharmonie Thüringen;Carl Maria von Weber;Der Freischütz;Laurent Wagner;2016
TPT Theater u. Philharmonie Thüringen;Carlo Goldoni;Mirandolina;Reinhard Göber;2007
TPT Theater u. Philharmonie Thüringen;Christopher Hampton;Gefährliche Liebschaften;Uwe Dag Berlin;2006
TPT Theater u. Philharmonie Thüringen;Christoph Willibald Gluck;Orpheus und Eurydike;Bernhard Ott;2006
TPT Theater u. Philharmonie Thüringen;Deborah Epstein / Olav Kröger;Die schöne Helene;Deborah Epstein;2014
TPT Theater u. Philharmonie Thüringen;Dmitri Schostakowitsch;Moskau, Moskau;Adrian Prabawa / Steffen Piontek;2006
TPT Theater u. Philharmonie Thüringen;Elke Heidenreich;Das Opernschiff oder Am Südpol, denkt man, ist es heiss;Lange;2008
TPT Theater u. Philharmonie Thüringen;Emmerich Kálmán;Die Csárdásfürstin;Thomas Wicklein / Matthias Winter;2010
TPT Theater u. Philharmonie Thüringen;Emmerich Kálmán;Gräfin Mariza;Frido Solter;2008
TPT Theater u. Philharmonie Thüringen;Erich Kästner;Fabian;Bernhard Stengele;2016
TPT Theater u. Philharmonie Thüringen;Euripides;Die Troerinnen;Bernhard Stengele;2014
TPT Theater u. Philharmonie Thüringen;Felix Mendelssohn Bartholdy;Soldatenliebschaft;Eric Solén;2008
TPT Theater u. Philharmonie Thüringen;Francis Poulenc;Gespräche der Karmeliterinnen;Eric Solén / Matthias Oldag;2007
TPT Theater u. Philharmonie Thüringen;Frank Wildhorn;Jekyll & Hyde;Michael Dissmeier;2014
TPT Theater u. Philharmonie Thüringen;Franz Lehár;Die lustige Witwe;Thomas Wicklein / Roland Schwab;2013
TPT Theater u. Philharmonie Thüringen;Friedrich Schiller;Die Räuber;Uwe Dag Berlin;2008
TPT Theater u. Philharmonie Thüringen;Friedrich von Flotow;Martha;Thomas Wicklein;2015
TPT Theater u. Philharmonie Thüringen;Georg Friedrich Haas;Scharlatan;Kay Kuntze;2009
TPT Theater u. Philharmonie Thüringen;Gerhart Hauptmann;Einsame Menschen;Amina Gusner;2011
TPT Theater u. Philharmonie Thüringen;Giacomo Puccini;La Bohème;Anthony Pilavachi;2013
TPT Theater u. Philharmonie Thüringen;Giacomo Puccini;Manon Lescaut;Jens Troester / Matthias Oldag;2010
TPT Theater u. Philharmonie Thüringen;Giacomo Puccini;PManon Lescaut;Jens Troester / Matthias Oldag;2010
TPT Theater u. Philharmonie Thüringen;Giacomo Puccini;Tosca;Eric Solén / Matthias Oldag;2007
TPT Theater u. Philharmonie Thüringen;Gian-Carlo Menotti;Amahl und die nächtlichen Besucher;Winfried Schneider;2015
TPT Theater u. Philharmonie Thüringen;Gioachino Rossini;Der Barbier von Sevilla;Thomas Wicklein / Jürgen Pöckel;2008
TPT Theater u. Philharmonie Thüringen;Giuseppe Verdi;Otello;Eric Solén / Holger Schulze;2009
TPT Theater u. Philharmonie Thüringen;Giuseppe Verdi;Rigoletto;Laurent Wagner / Kay Kuntze;2015
TPT Theater u. Philharmonie Thüringen;Grigori Frid;Das Tagebuch der Anne Frank;Felix Eckerle;2010
TPT Theater u. Philharmonie Thüringen;Hans Christian Andersen;Die kleine Meerjungfrau;Ursula Kohlert;2006
TPT Theater u. Philharmonie Thüringen;Hans Christian Andersen;Die Schneekönigin;Angelika Zacek;2010
TPT Theater u. Philharmonie Thüringen;Hans Fallada;Der Trinker;Uwe Dag Berlin;2007
TPT Theater u. Philharmonie Thüringen;Hans Krása;Brundibár;Viktória Kiss;2011
TPT Theater u. Philharmonie Thüringen;Heinrich Heine;Deutschland. Ein Wintermärchen;Bernhard Stengele;2013
TPT Theater u. Philharmonie Thüringen;Heinrich von Kleist;Amphitryon;Fabian Alder;2014
TPT Theater u. Philharmonie Thüringen;Henrik Ibsen;Hedda Gabler;Andreas Manz;2009
TPT Theater u. Philharmonie Thüringen;Henry Purcell / Howard Arman;Dido und Aeneas;Howard Arman / Philipp Kochheim;2010
TPT Theater u. Philharmonie Thüringen;Igor Bauersima;norway. today;Angelika Zacek;2007
TPT Theater u. Philharmonie Thüringen;Ivan Menchell;Der Witwenclub;Carl-Hermann Risse;2007
TPT Theater u. Philharmonie Thüringen;Jaime Salom;Les Demoiselles d’Avignon;Stephan Preiss;2007
TPT Theater u. Philharmonie Thüringen;Jason Robert Brown;Die letzten fünf Jahre;Thomas Wicklein / Felix Eckerle;2016
TPT Theater u. Philharmonie Thüringen;Johannes Harneit ;Alice im Wunderland;Cornelia Poppe;2014
TPT Theater u. Philharmonie Thüringen;Johann Strauss (Sohn) ;Die Fledermaus;Thomas Enzinger;2009
TPT Theater u. Philharmonie Thüringen;Johann Strauss (Sohn) ;Wiener Blut;Adrian Prabawa;2007
TPT Theater u. Philharmonie Thüringen;Johann Wolfgang von Goethe;Die Leiden des jungen Werther;Uwe Dag Berlin;2007
TPT Theater u. Philharmonie Thüringen;Johann Wolfgang von Goethe;Faust;Amina Gusner;2010
TPT Theater u. Philharmonie Thüringen;Johann Wolfgang von Goethe;Iphigenie auf Tauris;Robert Schmidt;2007
TPT Theater u. Philharmonie Thüringen;Katrin Lange;War’n zwei Brüder einst in Sachsen;Lutz Gotter;2011
